Date,Price
29/12/1978,226.00
01/01/1979,226.00
02/01/1979,226.80
03/01/1979,218.60
04/01/1979,223.20
05/01/1979,225.50
08/01/1979,223.10
09/01/1979,224.00
10/01/1979,220.70
11/01/1979,220.70
12/01/1979,217.60
15/01/1979,216.90
16/01/1979,220.70
17/01/1979,227.30
18/01/1979,231.80
19/01/1979,230.60
22/01/1979,235.00
23/01/1979,230.00
24/01/1979,236.10
25/01/1979,233.90
26/01/1979,235.50
29/01/1979,235.20
30/01/1979,233.50
31/01/1979,233.70
01/02/1979,229.40
02/02/1979,230.30
05/02/1979,243.10
06/02/1979,244.50
07/02/1979,251.60
08/02/1979,250.50
09/02/1979,246.80
12/02/1979,244.30
13/02/1979,240.60
14/02/1979,240.70
15/02/1979,247.80
16/02/1979,247.10
19/02/1979,248.10
20/02/1979,247.00
21/02/1979,250.80
22/02/1979,252.40
23/02/1979,251.00
26/02/1979,248.60
27/02/1979,247.90
28/02/1979,251.30
01/03/1979,248.80
02/03/1979,248.00
05/03/1979,238.20
06/03/1979,239.80
07/03/1979,242.30
08/03/1979,239.20
09/03/1979,241.00
12/03/1979,240.00
13/03/1979,239.10
14/03/1979,239.50
15/03/1979,240.10
16/03/1979,244.00
19/03/1979,242.30
20/03/1979,242.10
21/03/1979,239.90
22/03/1979,242.90
23/03/1979,242.50
26/03/1979,245.30
27/03/1979,244.40
28/03/1979,244.40
29/03/1979,241.50
30/03/1979,240.10
02/04/1979,239.70
03/04/1979,240.00
04/04/1979,239.80
05/04/1979,240.70
06/04/1979,239.80
09/04/1979,240.20
10/04/1979,239.80
11/04/1979,238.40
12/04/1979,234.00
13/04/1979,234.00
16/04/1979,234.00
17/04/1979,231.90
18/04/1979,233.20
19/04/1979,240.90
20/04/1979,236.40
23/04/1979,236.90
24/04/1979,239.70
25/04/1979,241.80
26/04/1979,242.20
27/04/1979,243.70
30/04/1979,245.30
01/05/1979,247.30
02/05/1979,246.30
03/05/1979,246.50
04/05/1979,248.50
07/05/1979,248.50
08/05/1979,249.00
09/05/1979,248.00
10/05/1979,252.30
11/05/1979,251.50
14/05/1979,251.00
15/05/1979,255.50
16/05/1979,256.50
17/05/1979,256.80
18/05/1979,256.40
21/05/1979,262.00
22/05/1979,265.40
23/05/1979,264.20
24/05/1979,263.80
25/05/1979,270.60
28/05/1979,270.60
29/05/1979,273.80
30/05/1979,270.30
31/05/1979,274.60
01/06/1979,275.10
04/06/1979,272.90
05/06/1979,274.80
06/06/1979,280.00
07/06/1979,276.10
08/06/1979,280.00
11/06/1979,282.40
12/06/1979,277.80
13/06/1979,276.60
14/06/1979,279.00
15/06/1979,280.00
18/06/1979,278.00
19/06/1979,280.30
20/06/1979,281.40
21/06/1979,282.30
22/06/1979,283.50
25/06/1979,283.90
26/06/1979,281.50
27/06/1979,281.80
28/06/1979,275.90
29/06/1979,277.50
02/07/1979,282.50
03/07/1979,281.40
04/07/1979,283.50
05/07/1979,288.30
06/07/1979,290.30
09/07/1979,287.90
10/07/1979,290.50
11/07/1979,290.30
12/07/1979,290.80
13/07/1979,287.50
16/07/1979,292.80
17/07/1979,296.30
18/07/1979,302.20
19/07/1979,299.20
20/07/1979,298.80
23/07/1979,304.90
24/07/1979,305.30
25/07/1979,303.40
26/07/1979,305.20
27/07/1979,305.80
30/07/1979,301.40
31/07/1979,296.50
01/08/1979,290.10
02/08/1979,291.50
03/08/1979,286.50
06/08/1979,282.70
07/08/1979,285.10
08/08/1979,289.00
09/08/1979,297.10
10/08/1979,303.80
13/08/1979,298.80
14/08/1979,292.00
15/08/1979,301.90
16/08/1979,297.90
17/08/1979,300.60
20/08/1979,298.80
21/08/1979,300.50
22/08/1979,311.00
23/08/1979,310.10
24/08/1979,314.80
27/08/1979,314.80
28/08/1979,316.80
29/08/1979,315.20
30/08/1979,319.20
31/08/1979,315.10
03/09/1979,322.90
04/09/1979,325.00
05/09/1979,329.00
06/09/1979,335.50
07/09/1979,329.20
10/09/1979,336.30
11/09/1979,339.50
12/09/1979,337.10
13/09/1979,333.00
14/09/1979,345.80
17/09/1979,351.80
18/09/1979,375.80
19/09/1979,369.00
20/09/1979,380.00
21/09/1979,369.00
24/09/1979,380.40
25/09/1979,376.70
26/09/1979,373.80
27/09/1979,395.50
28/09/1979,397.30
01/10/1979,414.80
02/10/1979,426.00
03/10/1979,402.00
04/10/1979,384.00
05/10/1979,385.00
08/10/1979,372.00
09/10/1979,385.80
10/10/1979,413.00
11/10/1979,401.50
12/10/1979,395.00
15/10/1979,402.90
16/10/1979,394.30
17/10/1979,386.00
18/10/1979,380.50
19/10/1979,393.00
22/10/1979,392.00
23/10/1979,385.00
24/10/1979,395.00
25/10/1979,391.80
26/10/1979,375.00
29/10/1979,374.00
30/10/1979,377.60
31/10/1979,382.00
01/11/1979,378.50
02/11/1979,372.80
05/11/1979,381.00
06/11/1979,384.30
07/11/1979,395.00
08/11/1979,389.50
09/11/1979,389.50
12/11/1979,393.30
13/11/1979,387.20
14/11/1979,390.00
15/11/1979,386.00
16/11/1979,390.40
19/11/1979,389.90
20/11/1979,387.80
21/11/1979,396.20
22/11/1979,393.20
23/11/1979,392.00
26/11/1979,395.30
27/11/1979,393.80
28/11/1979,411.20
29/11/1979,411.70
30/11/1979,415.70
03/12/1979,428.80
04/12/1979,431.20
05/12/1979,426.40
06/12/1979,433.80
07/12/1979,430.40
10/12/1979,431.20
11/12/1979,445.50
12/12/1979,446.30
13/12/1979,458.80
14/12/1979,456.80
17/12/1979,469.50
18/12/1979,477.80
19/12/1979,488.50
20/12/1979,471.50
21/12/1979,473.10
24/12/1979,473.10
25/12/1979,473.10
26/12/1979,473.10
27/12/1979,473.10
28/12/1979,512.00
31/12/1979,512.00
01/01/1980,512.00
02/01/1980,559.50
03/01/1980,634.00
04/01/1980,588.00
07/01/1980,633.50
08/01/1980,610.00
09/01/1980,607.20
10/01/1980,602.90
11/01/1980,623.00
14/01/1980,660.00
15/01/1980,684.00
16/01/1980,760.00
17/01/1980,750.00
18/01/1980,835.00
21/01/1980,850.00
22/01/1980,737.50
23/01/1980,695.00
24/01/1980,717.00
25/01/1980,668.00
28/01/1980,624.00
29/01/1980,674.30
30/01/1980,691.00
31/01/1980,653.00
01/02/1980,676.50
04/02/1980,669.80
05/02/1980,682.00
06/02/1980,709.00
07/02/1980,699.30
08/02/1980,692.00
11/02/1980,710.50
12/02/1980,694.50
13/02/1980,696.80
14/02/1980,682.00
15/02/1980,667.00
18/02/1980,661.50
19/02/1980,652.30
20/02/1980,606.00
21/02/1980,665.00
22/02/1980,630.00
25/02/1980,616.50
26/02/1980,642.30
27/02/1980,636.00
28/02/1980,646.00
29/02/1980,637.00
03/03/1980,633.80
04/03/1980,631.30
05/03/1980,643.50
06/03/1980,626.00
07/03/1980,609.00
10/03/1980,585.00
11/03/1980,570.30
12/03/1980,585.70
13/03/1980,556.50
14/03/1980,523.00
17/03/1980,484.00
18/03/1980,481.50
19/03/1980,527.00
20/03/1980,561.00
21/03/1980,525.00
24/03/1980,558.30
25/03/1980,547.30
26/03/1980,507.50
27/03/1980,485.30
28/03/1980,490.00
31/03/1980,494.50
01/04/1980,509.50
02/04/1980,500.50
03/04/1980,485.80
04/04/1980,485.80
07/04/1980,485.80
08/04/1980,528.00
09/04/1980,554.00
10/04/1980,526.00
11/04/1980,530.50
14/04/1980,529.80
15/04/1980,497.50
16/04/1980,520.00
17/04/1980,513.00
18/04/1980,515.60
21/04/1980,506.00
22/04/1980,502.40
23/04/1980,506.50
24/04/1980,515.70
25/04/1980,551.50
28/04/1980,524.30
29/04/1980,513.80
30/04/1980,518.00
01/05/1980,490.00
02/05/1980,512.50
05/05/1980,512.50
06/05/1980,512.50
07/05/1980,510.00
08/05/1980,515.80
09/05/1980,508.30
12/05/1980,513.30
13/05/1980,512.00
14/05/1980,525.00
15/05/1980,517.00
16/05/1980,516.50
19/05/1980,513.80
20/05/1980,507.80
21/05/1980,513.50
22/05/1980,501.00
23/05/1980,511.30
26/05/1980,511.30
27/05/1980,514.80
28/05/1980,526.50
29/05/1980,519.60
30/05/1980,535.50
02/06/1980,561.50
03/06/1980,552.50
04/06/1980,571.50
05/06/1980,581.80
06/06/1980,597.00
09/06/1980,623.80
10/06/1980,604.00
11/06/1980,596.00
12/06/1980,590.00
13/06/1980,608.40
16/06/1980,595.00
17/06/1980,591.80
18/06/1980,602.50
19/06/1980,599.00
20/06/1980,602.90
23/06/1980,596.50
24/06/1980,603.00
25/06/1980,622.50
26/06/1980,624.50
27/06/1980,637.50
30/06/1980,653.50
01/07/1980,660.00
02/07/1980,661.50
03/07/1980,663.50
04/07/1980,666.50
07/07/1980,667.50
08/07/1980,687.50
09/07/1980,671.00
10/07/1980,656.50
11/07/1980,667.00
14/07/1980,650.00
15/07/1980,619.50
16/07/1980,624.80
17/07/1980,627.30
18/07/1980,606.00
21/07/1980,617.50
22/07/1980,613.00
23/07/1980,631.30
24/07/1980,643.00
25/07/1980,651.80
28/07/1980,643.50
29/07/1980,646.80
30/07/1980,629.00
31/07/1980,614.30
01/08/1980,622.00
04/08/1980,630.80
05/08/1980,630.50
06/08/1980,627.80
07/08/1980,629.50
08/08/1980,630.00
11/08/1980,617.00
12/08/1980,605.00
13/08/1980,615.30
14/08/1980,626.00
15/08/1980,624.50
18/08/1980,612.30
19/08/1980,624.00
20/08/1980,634.80
21/08/1980,645.30
22/08/1980,639.20
25/08/1980,639.20
26/08/1980,628.90
27/08/1980,633.90
28/08/1980,635.30
29/08/1980,631.30
01/09/1980,628.80
02/09/1980,640.00
03/09/1980,636.80
04/09/1980,647.30
05/09/1980,651.00
08/09/1980,672.00
09/09/1980,670.50
10/09/1980,686.50
11/09/1980,674.00
12/09/1980,685.50
15/09/1980,666.50
16/09/1980,668.00
17/09/1980,673.00
18/09/1980,672.00
19/09/1980,674.00
22/09/1980,710.00
23/09/1980,711.00
24/09/1980,710.50
25/09/1980,697.80
26/09/1980,698.80
29/09/1980,679.30
30/09/1980,666.80
01/10/1980,682.00
02/10/1980,665.80
03/10/1980,660.50
06/10/1980,675.50
07/10/1980,678.20
08/10/1980,677.00
09/10/1980,690.00
10/10/1980,685.30
13/10/1980,679.80
14/10/1980,668.50
15/10/1980,678.00
16/10/1980,674.00
17/10/1980,670.50
20/10/1980,657.00
21/10/1980,652.50
22/10/1980,660.00
23/10/1980,634.50
24/10/1980,633.00
27/10/1980,637.30
28/10/1980,631.80
29/10/1980,644.00
30/10/1980,642.50
31/10/1980,629.00
03/11/1980,640.50
04/11/1980,646.00
05/11/1980,652.00
06/11/1980,632.00
07/11/1980,596.00
10/11/1980,612.50
11/11/1980,598.50
12/11/1980,619.50
13/11/1980,622.00
14/11/1980,612.50
17/11/1980,611.80
18/11/1980,619.00
19/11/1980,629.80
20/11/1980,630.50
21/11/1980,634.80
24/11/1980,631.00
25/11/1980,616.30
26/11/1980,623.00
27/11/1980,622.00
28/11/1980,619.80
01/12/1980,635.00
02/12/1980,627.00
03/12/1980,627.30
04/12/1980,631.50
05/12/1980,617.00
08/12/1980,617.30
09/12/1980,604.00
10/12/1980,579.00
11/12/1980,558.00
12/12/1980,562.80
15/12/1980,579.00
16/12/1980,561.00
17/12/1980,575.50
18/12/1980,573.50
19/12/1980,575.00
22/12/1980,594.80
23/12/1980,602.50
24/12/1980,602.50
25/12/1980,602.50
26/12/1980,602.50
29/12/1980,593.80
30/12/1980,589.80
31/12/1980,589.80
01/01/1981,589.80
02/01/1981,589.80
05/01/1981,597.50
06/01/1981,599.30
07/01/1981,585.00
08/01/1981,574.80
09/01/1981,577.80
12/01/1981,562.00
13/01/1981,562.80
14/01/1981,556.50
15/01/1981,571.50
16/01/1981,560.80
19/01/1981,566.80
20/01/1981,562.00
21/01/1981,578.00
22/01/1981,564.00
23/01/1981,553.00
26/01/1981,528.50
27/01/1981,524.00
28/01/1981,523.50
29/01/1981,493.80
30/01/1981,506.50
02/02/1981,493.50
03/02/1981,486.30
04/02/1981,505.00
05/02/1981,498.50
06/02/1981,500.50
09/02/1981,512.50
10/02/1981,519.50
11/02/1981,501.00
12/02/1981,490.30
13/02/1981,491.50
16/02/1981,490.30
17/02/1981,500.80
18/02/1981,505.00
19/02/1981,503.30
20/02/1981,511.50
23/02/1981,501.50
24/02/1981,503.00
25/02/1981,500.50
26/02/1981,492.00
27/02/1981,489.00
02/03/1981,465.50
03/03/1981,471.00
04/03/1981,465.50
05/03/1981,461.50
06/03/1981,467.00
09/03/1981,474.30
10/03/1981,487.30
11/03/1981,476.30
12/03/1981,478.00
13/03/1981,492.00
16/03/1981,499.80
17/03/1981,493.30
18/03/1981,506.00
19/03/1981,510.00
20/03/1981,516.80
23/03/1981,526.00
24/03/1981,536.30
25/03/1981,528.00
26/03/1981,539.50
27/03/1981,538.80
30/03/1981,526.50
31/03/1981,513.80
01/04/1981,514.30
02/04/1981,519.50
03/04/1981,523.00
06/04/1981,533.80
07/04/1981,514.30
08/04/1981,508.50
09/04/1981,503.00
10/04/1981,493.50
13/04/1981,473.80
14/04/1981,483.00
15/04/1981,476.30
16/04/1981,482.50
17/04/1981,482.50
20/04/1981,482.50
21/04/1981,481.00
22/04/1981,501.00
23/04/1981,488.50
24/04/1981,494.50
27/04/1981,483.00
28/04/1981,482.80
29/04/1981,477.30
30/04/1981,482.80
01/05/1981,487.50
04/05/1981,487.50
05/05/1981,476.30
06/05/1981,482.00
07/05/1981,477.80
08/05/1981,485.80
11/05/1981,493.00
12/05/1981,484.00
13/05/1981,484.30
14/05/1981,476.50
15/05/1981,485.00
18/05/1981,481.80
19/05/1981,481.50
20/05/1981,479.80
21/05/1981,475.00
22/05/1981,472.80
25/05/1981,472.80
26/05/1981,466.50
27/05/1981,466.80
28/05/1981,479.00
29/05/1981,479.30
01/06/1981,483.30
02/06/1981,474.00
03/06/1981,475.50
04/06/1981,462.50
05/06/1981,460.00
08/06/1981,473.50
09/06/1981,460.50
10/06/1981,465.30
11/06/1981,464.30
12/06/1981,472.00
15/06/1981,471.80
16/06/1981,461.50
17/06/1981,461.80
18/06/1981,459.00
19/06/1981,458.30
22/06/1981,462.00
23/06/1981,466.50
24/06/1981,462.00
25/06/1981,446.50
26/06/1981,442.00
29/06/1981,428.80
30/06/1981,426.00
01/07/1981,422.00
02/07/1981,414.50
03/07/1981,414.00
06/07/1981,403.80
07/07/1981,405.00
08/07/1981,397.80
09/07/1981,406.30
10/07/1981,416.50
13/07/1981,413.00
14/07/1981,402.30
15/07/1981,412.30
16/07/1981,418.30
17/07/1981,415.00
20/07/1981,412.50
21/07/1981,406.00
22/07/1981,411.50
23/07/1981,407.80
24/07/1981,407.50
27/07/1981,408.80
28/07/1981,401.50
29/07/1981,401.50
30/07/1981,402.30
31/07/1981,406.00
03/08/1981,392.50
04/08/1981,391.30
05/08/1981,392.40
06/08/1981,393.30
07/08/1981,397.30
10/08/1981,393.80
11/08/1981,401.00
12/08/1981,417.50
13/08/1981,407.30
14/08/1981,413.00
17/08/1981,411.50
18/08/1981,420.00
19/08/1981,431.50
20/08/1981,429.00
21/08/1981,429.50
24/08/1981,422.00
25/08/1981,409.80
26/08/1981,414.00
27/08/1981,411.80
28/08/1981,425.00
31/08/1981,425.00
01/09/1981,421.50
02/09/1981,430.00
03/09/1981,436.50
04/09/1981,439.50
07/09/1981,436.50
08/09/1981,439.00
09/09/1981,436.80
10/09/1981,451.50
11/09/1981,448.30
14/09/1981,451.30
15/09/1981,456.00
16/09/1981,449.00
17/09/1981,459.00
18/09/1981,447.00
21/09/1981,463.50
22/09/1981,462.00
23/09/1981,456.50
24/09/1981,446.30
25/09/1981,450.50
28/09/1981,421.50
29/09/1981,431.80
30/09/1981,428.80
01/10/1981,436.80
02/10/1981,435.00
05/10/1981,441.30
06/10/1981,443.00
07/10/1981,445.50
08/10/1981,443.30
09/10/1981,453.50
12/10/1981,449.50
13/10/1981,443.30
14/10/1981,444.30
15/10/1981,446.70
16/10/1981,443.80
19/10/1981,436.70
20/10/1981,437.30
21/10/1981,429.00
22/10/1981,433.80
23/10/1981,432.50
26/10/1981,426.00
27/10/1981,427.40
28/10/1981,430.80
29/10/1981,424.50
30/10/1981,427.00
02/11/1981,430.00
03/11/1981,428.30
04/11/1981,431.30
05/11/1981,428.50
06/11/1981,428.30
09/11/1981,429.80
10/11/1981,418.50
11/11/1981,412.00
12/11/1981,411.50
13/11/1981,412.50
16/11/1981,404.30
17/11/1981,398.80
18/11/1981,403.80
19/11/1981,401.00
20/11/1981,401.50
23/11/1981,396.80
24/11/1981,399.30
25/11/1981,409.50
26/11/1981,409.50
27/11/1981,411.50
30/11/1981,414.50
01/12/1981,402.50
02/12/1981,406.80
03/12/1981,416.50
04/12/1981,426.00
07/12/1981,416.80
08/12/1981,415.30
09/12/1981,410.30
10/12/1981,405.50
11/12/1981,409.80
14/12/1981,417.50
15/12/1981,413.30
16/12/1981,416.80
17/12/1981,416.30
18/12/1981,415.80
21/12/1981,410.50
22/12/1981,399.60
23/12/1981,400.40
24/12/1981,400.40
25/12/1981,400.40
28/12/1981,400.40
29/12/1981,395.00
30/12/1981,397.50
31/12/1981,397.50
01/01/1982,397.50
04/01/1982,395.00
05/01/1982,403.50
06/01/1982,401.50
07/01/1982,396.50
08/01/1982,400.30
11/01/1982,388.30
12/01/1982,389.00
13/01/1982,380.00
14/01/1982,374.80
15/01/1982,379.30
18/01/1982,373.80
19/01/1982,375.30
20/01/1982,371.50
21/01/1982,376.00
22/01/1982,377.30
25/01/1982,372.00
26/01/1982,376.50
27/01/1982,381.80
28/01/1982,383.50
29/01/1982,387.00
01/02/1982,379.50
02/02/1982,379.20
03/02/1982,378.00
04/02/1982,383.80
05/02/1982,384.30
08/02/1982,379.80
09/02/1982,378.50
10/02/1982,382.20
11/02/1982,380.00
12/02/1982,377.50
15/02/1982,375.30
16/02/1982,375.30
17/02/1982,374.00
18/02/1982,369.30
19/02/1982,369.30
22/02/1982,364.30
23/02/1982,361.00
24/02/1982,362.80
25/02/1982,366.50
26/02/1982,362.60
01/03/1982,361.30
02/03/1982,361.30
03/03/1982,353.80
04/03/1982,346.50
05/03/1982,342.40
08/03/1982,330.50
09/03/1982,329.30
10/03/1982,333.00
11/03/1982,331.80
12/03/1982,323.30
15/03/1982,312.00
16/03/1982,324.50
17/03/1982,316.00
18/03/1982,320.00
19/03/1982,315.80
22/03/1982,320.80
23/03/1982,329.30
24/03/1982,331.80
25/03/1982,327.80
26/03/1982,322.30
29/03/1982,318.50
30/03/1982,324.30
31/03/1982,320.00
01/04/1982,327.00
02/04/1982,327.80
05/04/1982,337.50
06/04/1982,345.50
07/04/1982,354.00
08/04/1982,351.50
09/04/1982,351.50
12/04/1982,351.50
13/04/1982,353.50
14/04/1982,366.80
15/04/1982,363.30
16/04/1982,362.80
19/04/1982,357.00
20/04/1982,343.00
21/04/1982,346.80
22/04/1982,345.00
23/04/1982,352.30
26/04/1982,357.00
27/04/1982,351.80
28/04/1982,354.50
29/04/1982,348.80
30/04/1982,361.30
03/05/1982,361.30
04/05/1982,341.80
05/05/1982,338.40
06/05/1982,334.50
07/05/1982,334.80
10/05/1982,329.00
11/05/1982,332.30
12/05/1982,331.50
13/05/1982,331.00
14/05/1982,333.30
17/05/1982,338.50
18/05/1982,338.00
19/05/1982,342.00
20/05/1982,342.50
21/05/1982,338.50
24/05/1982,329.00
25/05/1982,327.90
26/05/1982,330.30
27/05/1982,324.30
28/05/1982,325.30
31/05/1982,325.30
01/06/1982,318.80
02/06/1982,318.50
03/06/1982,320.40
04/06/1982,318.80
07/06/1982,325.30
08/06/1982,328.80
09/06/1982,326.00
10/06/1982,326.80
11/06/1982,325.30
14/06/1982,320.80
15/06/1982,315.00
16/06/1982,317.00
17/06/1982,309.00
18/06/1982,308.80
21/06/1982,296.80
22/06/1982,304.00
23/06/1982,304.00
24/06/1982,310.30
25/06/1982,305.50
28/06/1982,303.80
29/06/1982,309.00
30/06/1982,317.50
01/07/1982,310.30
02/07/1982,312.80
05/07/1982,315.30
06/07/1982,311.00
07/07/1982,306.80
08/07/1982,313.50
09/07/1982,328.50
12/07/1982,343.00
13/07/1982,352.50
14/07/1982,352.80
15/07/1982,350.30
16/07/1982,347.00
19/07/1982,347.50
20/07/1982,347.80
21/07/1982,366.50
22/07/1982,353.00
23/07/1982,363.30
26/07/1982,352.30
27/07/1982,351.30
28/07/1982,347.00
29/07/1982,342.50
30/07/1982,342.90
02/08/1982,351.40
03/08/1982,349.30
04/08/1982,346.30
05/08/1982,346.50
06/08/1982,344.80
09/08/1982,336.00
10/08/1982,338.30
11/08/1982,333.50
12/08/1982,334.80
13/08/1982,338.00
16/08/1982,341.80
17/08/1982,337.80
18/08/1982,357.80
19/08/1982,356.70
20/08/1982,386.50
23/08/1982,394.50
24/08/1982,407.80
25/08/1982,401.00
26/08/1982,417.00
27/08/1982,418.00
30/08/1982,418.00
31/08/1982,411.50
01/09/1982,405.30
02/09/1982,409.80
03/09/1982,455.00
06/09/1982,474.00
07/09/1982,481.00
08/09/1982,458.00
09/09/1982,466.00
10/09/1982,453.00
13/09/1982,439.00
14/09/1982,454.30
15/09/1982,443.30
16/09/1982,448.50
17/09/1982,441.50
20/09/1982,424.30
21/09/1982,426.50
22/09/1982,443.80
23/09/1982,435.90
24/09/1982,431.00
27/09/1982,413.80
28/09/1982,410.50
29/09/1982,409.80
30/09/1982,397.00
01/10/1982,402.00
04/10/1982,387.50
05/10/1982,390.30
06/10/1982,404.00
07/10/1982,418.50
08/10/1982,433.00
11/10/1982,430.00
12/10/1982,441.30
13/10/1982,428.80
14/10/1982,448.00
15/10/1982,432.50
18/10/1982,428.30
19/10/1982,441.50
20/10/1982,422.00
21/10/1982,432.50
22/10/1982,428.00
25/10/1982,418.60
26/10/1982,419.30
27/10/1982,417.80
28/10/1982,418.30
29/10/1982,423.30
01/11/1982,427.30
02/11/1982,431.00
03/11/1982,427.50
04/11/1982,424.80
05/11/1982,417.50
08/11/1982,407.30
09/11/1982,409.30
10/11/1982,411.00
11/11/1982,401.30
12/11/1982,398.00
15/11/1982,403.30
16/11/1982,407.50
17/11/1982,412.50
18/11/1982,408.50
19/11/1982,417.60
22/11/1982,410.50
23/11/1982,406.00
24/11/1982,409.30
25/11/1982,410.50
26/11/1982,417.80
29/11/1982,434.00
30/11/1982,436.00
01/12/1982,440.30
02/12/1982,446.30
03/12/1982,441.30
06/12/1982,445.30
07/12/1982,454.50
08/12/1982,445.00
09/12/1982,437.50
10/12/1982,435.80
13/12/1982,438.80
14/12/1982,449.40
15/12/1982,437.50
16/12/1982,440.30
17/12/1982,437.00
20/12/1982,440.30
21/12/1982,442.30
22/12/1982,447.30
23/12/1982,445.80
24/12/1982,445.80
27/12/1982,445.80
28/12/1982,445.80
29/12/1982,460.50
30/12/1982,456.90
31/12/1982,456.90
03/01/1983,456.90
04/01/1983,449.50
05/01/1983,454.00
06/01/1983,454.50
07/01/1983,465.00
10/01/1983,474.00
11/01/1983,484.50
12/01/1983,480.50
13/01/1983,488.30
14/01/1983,483.30
17/01/1983,498.50
18/01/1983,485.00
19/01/1983,495.50
20/01/1983,487.30
21/01/1983,485.00
24/01/1983,476.00
25/01/1983,488.80
26/01/1983,486.50
27/01/1983,496.50
28/01/1983,493.80
31/01/1983,499.50
01/02/1983,508.50
02/02/1983,498.30
03/02/1983,503.50
04/02/1983,498.50
07/02/1983,490.30
08/02/1983,497.30
09/02/1983,492.30
10/02/1983,496.00
11/02/1983,504.50
14/02/1983,500.50
15/02/1983,509.30
16/02/1983,508.50
17/02/1983,504.80
18/02/1983,503.50
21/02/1983,504.50
22/02/1983,485.50
23/02/1983,470.30
24/02/1983,475.00
25/02/1983,464.80
28/02/1983,408.50
01/03/1983,414.00
02/03/1983,430.00
03/03/1983,429.50
04/03/1983,412.50
07/03/1983,420.80
08/03/1983,417.50
09/03/1983,426.00
10/03/1983,434.80
11/03/1983,420.50
14/03/1983,428.50
15/03/1983,434.50
16/03/1983,419.00
17/03/1983,416.50
18/03/1983,421.80
21/03/1983,414.50
22/03/1983,421.30
23/03/1983,410.00
24/03/1983,415.50
25/03/1983,411.80
28/03/1983,408.80
29/03/1983,412.80
30/03/1983,418.00
31/03/1983,414.80
01/04/1983,414.80
04/04/1983,414.80
05/04/1983,426.80
06/04/1983,428.50
07/04/1983,425.80
08/04/1983,421.30
11/04/1983,426.80
12/04/1983,432.80
13/04/1983,429.30
14/04/1983,435.50
15/04/1983,436.50
18/04/1983,443.00
19/04/1983,439.50
20/04/1983,433.80
21/04/1983,439.50
22/04/1983,437.00
25/04/1983,441.50
26/04/1983,435.50
27/04/1983,434.30
28/04/1983,428.50
29/04/1983,429.30
02/05/1983,429.30
03/05/1983,433.50
04/05/1983,432.80
05/05/1983,433.80
06/05/1983,431.30
09/05/1983,434.00
10/05/1983,443.80
11/05/1983,443.00
12/05/1983,439.80
13/05/1983,441.30
16/05/1983,436.30
17/05/1983,440.80
18/05/1983,442.80
19/05/1983,442.60
20/05/1983,438.80
23/05/1983,432.80
24/05/1983,436.80
25/05/1983,441.80
26/05/1983,440.00
27/05/1983,437.30
30/05/1983,437.30
31/05/1983,437.50
01/06/1983,410.00
02/06/1983,412.50
03/06/1983,411.50
06/06/1983,407.80
07/06/1983,400.30
08/06/1983,403.00
09/06/1983,407.80
10/06/1983,411.30
13/06/1983,413.00
14/06/1983,407.90
15/06/1983,408.30
16/06/1983,412.50
17/06/1983,415.50
20/06/1983,415.80
21/06/1983,414.80
22/06/1983,420.50
23/06/1983,420.50
24/06/1983,423.50
27/06/1983,419.50
28/06/1983,416.00
29/06/1983,414.90
30/06/1983,416.00
01/07/1983,416.30
04/07/1983,416.00
05/07/1983,410.80
06/07/1983,411.70
07/07/1983,412.30
08/07/1983,426.00
11/07/1983,430.50
12/07/1983,429.00
13/07/1983,427.30
14/07/1983,426.30
15/07/1983,422.30
18/07/1983,422.40
19/07/1983,423.80
20/07/1983,428.30
21/07/1983,429.80
22/07/1983,423.50
25/07/1983,422.00
26/07/1983,425.50
27/07/1983,426.30
28/07/1983,425.50
29/07/1983,422.00
01/08/1983,411.30
02/08/1983,414.30
03/08/1983,411.00
04/08/1983,414.00
05/08/1983,409.80
08/08/1983,408.50
09/08/1983,413.00
10/08/1983,408.30
11/08/1983,411.80
12/08/1983,412.50
15/08/1983,416.00
16/08/1983,420.50
17/08/1983,422.50
18/08/1983,421.50
19/08/1983,417.80
22/08/1983,421.80
23/08/1983,426.40
24/08/1983,424.00
25/08/1983,423.30
26/08/1983,417.00
29/08/1983,417.00
30/08/1983,418.10
31/08/1983,414.30
01/09/1983,416.60
02/09/1983,417.50
05/09/1983,419.10
06/09/1983,418.30
07/09/1983,413.30
08/09/1983,414.00
09/09/1983,414.80
12/09/1983,415.80
13/09/1983,406.80
14/09/1983,401.80
15/09/1983,405.30
16/09/1983,405.50
19/09/1983,412.30
20/09/1983,412.40
21/09/1983,411.30
22/09/1983,407.80
23/09/1983,413.00
26/09/1983,415.00
27/09/1983,412.30
28/09/1983,413.60
29/09/1983,408.80
30/09/1983,405.00
03/10/1983,389.00
04/10/1983,393.50
05/10/1983,389.50
06/10/1983,394.00
07/10/1983,397.40
10/10/1983,401.00
11/10/1983,399.00
12/10/1983,394.80
13/10/1983,398.70
14/10/1983,398.80
17/10/1983,395.00
18/10/1983,397.30
19/10/1983,394.00
20/10/1983,389.80
21/10/1983,394.30
24/10/1983,394.50
25/10/1983,398.00
26/10/1983,392.60
27/10/1983,384.50
28/10/1983,387.80
31/10/1983,382.00
01/11/1983,377.80
02/11/1983,383.00
03/11/1983,377.80
04/11/1983,381.00
07/11/1983,379.00
08/11/1983,382.30
09/11/1983,383.00
10/11/1983,381.80
11/11/1983,382.00
14/11/1983,382.60
