Date,Price
10/01/2001,266.30
11/01/2001,264.20
12/01/2001,263.70
15/01/2001,263.50
16/01/2001,264.50
17/01/2001,263.50
18/01/2001,264.90
19/01/2001,264.90
22/01/2001,266.20
23/01/2001,266.10
24/01/2001,264.30
25/01/2001,264.90
26/01/2001,263.60
29/01/2001,262.90
30/01/2001,265.00
31/01/2001,264.50
01/02/2001,267.70
02/02/2001,266.70
05/02/2001,265.50
06/02/2001,262.70
07/02/2001,263.20
08/02/2001,263.00
09/02/2001,259.90
12/02/2001,261.10
13/02/2001,260.80
14/02/2001,260.30
15/02/2001,258.60
16/02/2001,257.50
19/02/2001,259.50
20/02/2001,256.30
21/02/2001,257.50
22/02/2001,258.90
23/02/2001,260.50
26/02/2001,263.20
27/02/2001,268.30
28/02/2001,266.70
01/03/2001,266.40
02/03/2001,263.10
05/03/2001,262.50
06/03/2001,261.90
07/03/2001,260.70
08/03/2001,263.70
09/03/2001,269.80
12/03/2001,272.50
13/03/2001,269.30
14/03/2001,263.90
15/03/2001,262.10
16/03/2001,260.70
19/03/2001,260.60
20/03/2001,261.60
21/03/2001,262.00
22/03/2001,261.20
23/03/2001,262.90
26/03/2001,262.20
27/03/2001,262.00
28/03/2001,260.20
29/03/2001,260.20
30/03/2001,257.70
02/04/2001,256.00
03/04/2001,257.10
04/04/2001,259.50
05/04/2001,258.10
06/04/2001,258.80
09/04/2001,259.00
10/04/2001,256.70
11/04/2001,257.70
12/04/2001,259.30
13/04/2001,259.30
16/04/2001,259.30
17/04/2001,260.60
18/04/2001,258.90
19/04/2001,263.10
20/04/2001,263.90
23/04/2001,262.60
24/04/2001,263.40
25/04/2001,263.50
26/04/2001,263.50
27/04/2001,264.60
30/04/2001,263.20
01/05/2001,264.00
02/05/2001,264.00
03/05/2001,266.40
04/05/2001,266.60
07/05/2001,266.60
08/05/2001,265.20
09/05/2001,267.90
10/05/2001,268.50
11/05/2001,269.10
14/05/2001,268.40
15/05/2001,266.60
16/05/2001,270.90
17/05/2001,274.00
18/05/2001,273.00
21/05/2001,291.30
22/05/2001,284.20
23/05/2001,283.20
24/05/2001,286.10
25/05/2001,276.30
28/05/2001,276.30
29/05/2001,275.80
30/05/2001,271.00
31/05/2001,267.50
01/06/2001,265.40
04/06/2001,266.50
05/06/2001,265.70
06/06/2001,265.50
07/06/2001,266.10
08/06/2001,267.00
11/06/2001,268.50
12/06/2001,269.90
13/06/2001,272.00
14/06/2001,272.40
15/06/2001,272.20
18/06/2001,272.00
19/06/2001,273.40
20/06/2001,271.50
21/06/2001,271.70
22/06/2001,273.30
25/06/2001,272.90
26/06/2001,274.00
27/06/2001,274.80
28/06/2001,269.50
29/06/2001,270.60
02/07/2001,268.40
03/07/2001,268.50
04/07/2001,267.60
05/07/2001,266.30
06/07/2001,265.10
09/07/2001,266.10
10/07/2001,267.50
11/07/2001,267.60
12/07/2001,266.30
13/07/2001,266.40
16/07/2001,268.30
17/07/2001,267.60
18/07/2001,268.60
19/07/2001,270.30
20/07/2001,269.70
23/07/2001,268.70
24/07/2001,268.80
25/07/2001,268.40
26/07/2001,267.50
27/07/2001,266.20
30/07/2001,266.30
31/07/2001,265.90
01/08/2001,267.40
02/08/2001,267.00
03/08/2001,267.90
06/08/2001,267.20
07/08/2001,266.50
08/08/2001,266.40
09/08/2001,270.00
10/08/2001,275.80
13/08/2001,275.60
14/08/2001,274.50
15/08/2001,275.40
16/08/2001,275.90
17/08/2001,277.50
20/08/2001,276.70
21/08/2001,276.30
22/08/2001,275.90
23/08/2001,274.90
24/08/2001,272.80
27/08/2001,272.80
28/08/2001,271.10
29/08/2001,272.90
30/08/2001,272.30
31/08/2001,273.00
03/09/2001,273.40
04/09/2001,272.30
05/09/2001,271.30
06/09/2001,272.10
07/09/2001,273.60
10/09/2001,271.50
11/09/2001,287.00
12/09/2001,279.00
13/09/2001,280.30
14/09/2001,285.80
17/09/2001,293.30
18/09/2001,289.40
19/09/2001,288.10
20/09/2001,288.50
21/09/2001,292.50
24/09/2001,288.20
25/09/2001,288.00
26/09/2001,291.50
27/09/2001,289.80
28/09/2001,293.10
01/10/2001,290.60
02/10/2001,291.70
03/10/2001,290.10
04/10/2001,290.40
05/10/2001,291.20
08/10/2001,291.90
09/10/2001,290.00
10/10/2001,287.20
11/10/2001,281.90
12/10/2001,281.80
15/10/2001,281.90
16/10/2001,281.10
17/10/2001,281.60
18/10/2001,281.00
19/10/2001,279.20
22/10/2001,275.90
23/10/2001,276.10
24/10/2001,275.50
25/10/2001,276.70
26/10/2001,277.30
29/10/2001,278.60
30/10/2001,280.40
31/10/2001,278.80
01/11/2001,280.60
02/11/2001,279.90
05/11/2001,278.30
06/11/2001,279.00
07/11/2001,280.30
08/11/2001,280.00
09/11/2001,277.20
12/11/2001,280.00
13/11/2001,276.50
14/11/2001,278.30
15/11/2001,275.50
16/11/2001,274.50
19/11/2001,273.60
20/11/2001,273.00
21/11/2001,272.80
22/11/2001,272.80
23/11/2001,273.10
26/11/2001,272.60
27/11/2001,273.30
28/11/2001,274.40
29/11/2001,274.80
30/11/2001,275.50
03/12/2001,276.40
04/12/2001,276.60
05/12/2001,275.00
06/12/2001,274.60
07/12/2001,274.10
10/12/2001,272.70
11/12/2001,272.20
12/12/2001,273.50
13/12/2001,274.40
14/12/2001,277.10
17/12/2001,277.80
18/12/2001,278.90
19/12/2001,278.70
20/12/2001,276.10
21/12/2001,277.50
24/12/2001,277.50
25/12/2001,277.50
26/12/2001,277.50
27/12/2001,277.70
28/12/2001,276.50
31/12/2001,276.50
01/01/2002,276.50
02/01/2002,278.40
03/01/2002,278.80
04/01/2002,277.80
07/01/2002,278.60
08/01/2002,278.60
09/01/2002,281.10
10/01/2002,286.90
11/01/2002,285.80
14/01/2002,286.40
15/01/2002,284.20
16/01/2002,284.60
17/01/2002,285.00
18/01/2002,283.20
21/01/2002,282.30
22/01/2002,282.10
23/01/2002,280.80
24/01/2002,279.20
25/01/2002,279.00
28/01/2002,279.10
29/01/2002,277.90
30/01/2002,281.50
31/01/2002,282.30
01/02/2002,283.90
04/02/2002,287.40
05/02/2002,292.00
06/02/2002,299.50
07/02/2002,299.50
08/02/2002,304.30
11/02/2002,297.80
12/02/2002,298.90
13/02/2002,297.40
14/02/2002,299.00
15/02/2002,299.90
18/02/2002,297.40
19/02/2002,296.50
20/02/2002,291.30
21/02/2002,292.20
22/02/2002,292.80
25/02/2002,292.00
26/02/2002,294.20
27/02/2002,297.40
28/02/2002,296.90
01/03/2002,295.40
04/03/2002,297.40
05/03/2002,297.80
06/03/2002,292.70
07/03/2002,291.00
08/03/2002,289.20
11/03/2002,291.20
12/03/2002,293.60
13/03/2002,293.20
14/03/2002,291.20
15/03/2002,290.30
18/03/2002,292.10
19/03/2002,293.10
20/03/2002,291.90
21/03/2002,292.80
22/03/2002,294.30
25/03/2002,297.70
26/03/2002,296.10
27/03/2002,299.00
28/03/2002,301.40
29/03/2002,301.40
01/04/2002,301.40
02/04/2002,304.00
03/04/2002,303.80
04/04/2002,301.70
05/04/2002,301.00
08/04/2002,300.50
09/04/2002,298.70
10/04/2002,298.00
11/04/2002,301.30
12/04/2002,300.40
15/04/2002,300.10
16/04/2002,297.80
17/04/2002,300.90
18/04/2002,304.30
19/04/2002,301.80
22/04/2002,303.70
23/04/2002,302.70
24/04/2002,304.20
25/04/2002,307.30
26/04/2002,306.60
29/04/2002,309.70
30/04/2002,308.20
01/05/2002,308.40
02/05/2002,307.60
03/05/2002,310.50
06/05/2002,310.50
07/05/2002,312.00
08/05/2002,310.50
09/05/2002,308.90
10/05/2002,311.20
13/05/2002,310.80
14/05/2002,308.40
15/05/2002,308.30
16/05/2002,310.10
17/05/2002,310.60
20/05/2002,311.50
21/05/2002,315.20
22/05/2002,317.10
23/05/2002,317.20
24/05/2002,321.00
27/05/2002,320.10
28/05/2002,320.20
29/05/2002,327.10
30/05/2002,326.00
31/05/2002,326.60
03/06/2002,326.60
04/06/2002,326.60
05/06/2002,322.00
06/06/2002,324.10
07/06/2002,326.40
10/06/2002,322.50
11/06/2002,316.80
12/06/2002,319.80
13/06/2002,318.80
14/06/2002,322.10
17/06/2002,317.80
18/06/2002,318.40
19/06/2002,320.70
20/06/2002,322.40
21/06/2002,322.70
24/06/2002,326.40
25/06/2002,321.70
26/06/2002,321.60
27/06/2002,318.80
28/06/2002,318.50
01/07/2002,312.10
02/07/2002,314.50
03/07/2002,310.90
04/07/2002,310.60
05/07/2002,311.30
08/07/2002,311.70
09/07/2002,313.80
10/07/2002,314.80
11/07/2002,314.20
12/07/2002,316.70
15/07/2002,319.00
16/07/2002,318.30
17/07/2002,316.20
18/07/2002,317.70
19/07/2002,322.90
22/07/2002,322.90
23/07/2002,319.70
24/07/2002,311.30
25/07/2002,309.50
26/07/2002,305.00
29/07/2002,303.00
30/07/2002,305.40
31/07/2002,304.70
01/08/2002,302.30
02/08/2002,305.10
05/08/2002,309.50
06/08/2002,305.80
07/08/2002,312.20
08/08/2002,312.20
09/08/2002,313.00
12/08/2002,316.70
13/08/2002,313.80
14/08/2002,315.70
15/08/2002,312.70
16/08/2002,314.20
19/08/2002,310.10
20/08/2002,308.00
21/08/2002,306.60
22/08/2002,305.40
23/08/2002,306.00
26/08/2002,306.00
27/08/2002,310.50
28/08/2002,311.10
29/08/2002,312.10
30/08/2002,312.80
02/09/2002,312.00
03/09/2002,313.50
04/09/2002,313.00
05/09/2002,317.60
06/09/2002,319.30
09/09/2002,322.50
10/09/2002,319.10
11/09/2002,315.50
12/09/2002,318.90
13/09/2002,318.80
16/09/2002,315.40
17/09/2002,315.90
18/09/2002,318.70
19/09/2002,322.30
20/09/2002,322.30
23/09/2002,322.50
24/09/2002,326.30
25/09/2002,325.20
26/09/2002,319.60
27/09/2002,320.10
30/09/2002,323.70
01/10/2002,321.80
02/10/2002,322.20
03/10/2002,322.10
04/10/2002,320.30
07/10/2002,321.80
08/10/2002,319.00
09/10/2002,319.40
10/10/2002,319.00
11/10/2002,316.90
14/10/2002,317.80
15/10/2002,316.20
16/10/2002,314.10
17/10/2002,310.80
18/10/2002,312.80
21/10/2002,312.60
22/10/2002,312.60
23/10/2002,312.10
24/10/2002,311.80
25/10/2002,313.00
28/10/2002,314.50
29/10/2002,317.20
30/10/2002,316.60
31/10/2002,316.90
01/11/2002,319.90
04/11/2002,317.60
05/11/2002,318.50
06/11/2002,317.30
07/11/2002,319.30
08/11/2002,321.70
11/11/2002,320.70
12/11/2002,321.80
13/11/2002,324.00
14/11/2002,318.60
15/11/2002,319.10
18/11/2002,318.80
19/11/2002,319.70
20/11/2002,318.90
21/11/2002,317.70
22/11/2002,317.70
25/11/2002,317.50
26/11/2002,317.50
27/11/2002,317.90
28/11/2002,317.60
29/11/2002,319.10
02/12/2002,316.50
03/12/2002,319.70
04/12/2002,322.10
05/12/2002,322.50
06/12/2002,325.80
09/12/2002,325.10
10/12/2002,323.10
11/12/2002,324.30
12/12/2002,326.40
13/12/2002,332.20
16/12/2002,333.00
17/12/2002,339.00
18/12/2002,338.00
19/12/2002,345.00
20/12/2002,341.60
23/12/2002,344.00
24/12/2002,344.00
25/12/2002,344.00
26/12/2002,344.00
27/12/2002,349.30
30/12/2002,347.20
31/12/2002,347.20
01/01/2003,347.20
02/01/2003,343.80
03/01/2003,344.50
06/01/2003,351.80
07/01/2003,349.00
08/01/2003,349.80
09/01/2003,352.40
10/01/2003,353.00
13/01/2003,352.60
14/01/2003,353.10
15/01/2003,351.00
16/01/2003,352.30
17/01/2003,357.00
20/01/2003,355.90
21/01/2003,353.80
22/01/2003,358.50
23/01/2003,364.70
24/01/2003,366.00
27/01/2003,368.50
28/01/2003,368.40
29/01/2003,369.90
30/01/2003,367.60
31/01/2003,367.50
03/02/2003,369.50
04/02/2003,376.60
05/02/2003,382.10
06/02/2003,375.80
07/02/2003,373.30
10/02/2003,370.50
11/02/2003,364.00
12/02/2003,356.30
13/02/2003,352.80
14/02/2003,354.30
17/02/2003,347.00
18/02/2003,344.10
19/02/2003,346.00
20/02/2003,351.60
21/02/2003,352.30
24/02/2003,355.20
25/02/2003,357.60
26/02/2003,351.90
27/02/2003,351.30
28/02/2003,347.50
03/03/2003,345.50
04/03/2003,353.40
05/03/2003,354.00
06/03/2003,354.70
07/03/2003,350.80
10/03/2003,354.50
11/03/2003,348.70
12/03/2003,346.10
13/03/2003,334.50
14/03/2003,335.20
17/03/2003,340.80
18/03/2003,338.80
19/03/2003,335.80
20/03/2003,335.80
21/03/2003,333.50
24/03/2003,329.50
25/03/2003,331.90
26/03/2003,330.00
27/03/2003,332.80
28/03/2003,330.80
31/03/2003,334.90
01/04/2003,334.40
02/04/2003,329.30
03/04/2003,323.70
04/04/2003,323.80
07/04/2003,319.90
08/04/2003,323.40
09/04/2003,321.40
10/04/2003,324.60
11/04/2003,324.80
14/04/2003,326.00
15/04/2003,325.50
16/04/2003,324.10
17/04/2003,327.00
18/04/2003,327.00
21/04/2003,327.00
22/04/2003,334.90
23/04/2003,333.30
24/04/2003,333.70
25/04/2003,333.30
28/04/2003,332.60
29/04/2003,331.40
30/04/2003,336.80
01/05/2003,341.20
02/05/2003,340.50
05/05/2003,340.50
06/05/2003,342.90
07/05/2003,341.90
08/05/2003,346.50
09/05/2003,347.90
12/05/2003,351.10
13/05/2003,350.40
14/05/2003,353.60
15/05/2003,354.30
16/05/2003,355.00
19/05/2003,359.00
20/05/2003,366.30
21/05/2003,367.80
22/05/2003,369.60
23/05/2003,370.50
26/05/2003,370.50
27/05/2003,371.40
28/05/2003,359.50
29/05/2003,363.10
30/05/2003,361.40
02/06/2003,364.80
03/06/2003,365.00
04/06/2003,364.20
05/06/2003,366.80
06/06/2003,363.00
09/06/2003,362.80
10/06/2003,354.30
11/06/2003,354.30
12/06/2003,352.30
13/06/2003,353.10
16/06/2003,358.30
17/06/2003,362.80
18/06/2003,359.80
19/06/2003,357.70
20/06/2003,358.00
23/06/2003,355.00
24/06/2003,348.30
25/06/2003,348.10
26/06/2003,343.90
27/06/2003,345.50
30/06/2003,346.00
01/07/2003,350.20
02/07/2003,351.50
03/07/2003,349.40
04/07/2003,351.30
07/07/2003,348.20
08/07/2003,347.20
09/07/2003,344.20
10/07/2003,343.40
11/07/2003,343.70
14/07/2003,347.50
15/07/2003,348.30
16/07/2003,343.20
17/07/2003,342.50
18/07/2003,344.40
21/07/2003,350.00
22/07/2003,352.00
23/07/2003,354.80
24/07/2003,357.30
25/07/2003,363.00
28/07/2003,365.60
29/07/2003,363.50
30/07/2003,357.80
31/07/2003,354.80
01/08/2003,352.40
04/08/2003,347.50
05/08/2003,348.40
06/08/2003,352.00
07/08/2003,351.60
08/08/2003,354.00
11/08/2003,359.20
12/08/2003,360.10
13/08/2003,358.70
14/08/2003,363.60
15/08/2003,364.50
18/08/2003,360.30
19/08/2003,360.40
20/08/2003,363.70
21/08/2003,363.30
22/08/2003,358.80
25/08/2003,358.80
26/08/2003,360.50
27/08/2003,371.30
28/08/2003,369.80
29/08/2003,375.60
01/09/2003,376.30
02/09/2003,373.70
03/09/2003,370.00
04/09/2003,370.80
05/09/2003,375.80
08/09/2003,374.70
09/09/2003,382.30
10/09/2003,380.00
11/09/2003,376.30
12/09/2003,378.30
15/09/2003,373.50
16/09/2003,374.60
17/09/2003,374.30
18/09/2003,378.30
19/09/2003,379.80
22/09/2003,385.50
23/09/2003,384.60
24/09/2003,385.00
25/09/2003,390.70
26/09/2003,382.70
29/09/2003,382.00
30/09/2003,388.00
01/10/2003,383.50
02/10/2003,382.20
03/10/2003,384.30
06/10/2003,371.30
07/10/2003,376.10
08/10/2003,375.30
09/10/2003,370.60
10/10/2003,372.30
13/10/2003,370.30
14/10/2003,374.00
15/10/2003,373.50
16/10/2003,373.40
17/10/2003,370.50
20/10/2003,373.80
21/10/2003,378.20
22/10/2003,384.80
23/10/2003,384.50
24/10/2003,388.30
27/10/2003,386.00
28/10/2003,384.40
29/10/2003,385.40
30/10/2003,386.50
31/10/2003,386.30
03/11/2003,383.30
04/11/2003,377.90
05/11/2003,378.80
06/11/2003,380.30
07/11/2003,379.00
10/11/2003,383.50
11/11/2003,387.80
12/11/2003,389.70
13/11/2003,395.40
14/11/2003,396.70
17/11/2003,393.70
18/11/2003,393.90
19/11/2003,395.20
20/11/2003,394.30
21/11/2003,395.50
24/11/2003,391.90
25/11/2003,391.80
26/11/2003,396.00
27/11/2003,395.50
28/11/2003,398.40
01/12/2003,400.30
02/12/2003,401.40
03/12/2003,401.80
04/12/2003,402.30
05/12/2003,402.40
08/12/2003,406.20
09/12/2003,407.80
10/12/2003,410.00
11/12/2003,404.10
12/12/2003,407.10
15/12/2003,407.50
16/12/2003,408.00
17/12/2003,408.30
18/12/2003,407.50
19/12/2003,409.80
22/12/2003,410.50
23/12/2003,409.30
24/12/2003,409.30
25/12/2003,409.30
26/12/2003,409.30
29/12/2003,412.00
30/12/2003,416.30
31/12/2003,416.30
01/01/2004,416.30
02/01/2004,415.30
05/01/2004,420.60
06/01/2004,424.40
07/01/2004,421.80
08/01/2004,421.00
09/01/2004,423.40
12/01/2004,425.30
13/01/2004,425.50
14/01/2004,419.50
15/01/2004,412.50
16/01/2004,408.40
19/01/2004,406.60
20/01/2004,409.30
21/01/2004,407.60
22/01/2004,409.30
23/01/2004,409.00
26/01/2004,408.20
27/01/2004,405.70
28/01/2004,411.00
29/01/2004,405.70
30/01/2004,399.80
02/02/2004,398.40
03/02/2004,401.50
04/02/2004,399.30
05/02/2004,399.60
06/02/2004,404.30
09/02/2004,406.00
10/02/2004,408.60
11/02/2004,405.80
12/02/2004,411.60
13/02/2004,416.00
16/02/2004,411.70
17/02/2004,414.50
18/02/2004,414.50
19/02/2004,409.80
20/02/2004,405.30
23/02/2004,399.50
24/02/2004,402.30
25/02/2004,400.30
26/02/2004,393.30
27/02/2004,395.90
01/03/2004,400.00
02/03/2004,395.80
03/03/2004,390.50
04/03/2004,392.00
05/03/2004,399.30
08/03/2004,399.90
09/03/2004,401.50
10/03/2004,400.30
11/03/2004,398.50
12/03/2004,398.00
15/03/2004,398.10
16/03/2004,402.50
17/03/2004,402.80
18/03/2004,410.80
19/03/2004,412.00
22/03/2004,417.70
23/03/2004,416.30
24/03/2004,415.30
25/03/2004,416.10
26/03/2004,421.50
29/03/2004,421.30
30/03/2004,420.00
31/03/2004,423.70
01/04/2004,427.30
02/04/2004,419.00
05/04/2004,417.70
06/04/2004,418.50
07/04/2004,419.00
08/04/2004,419.50
09/04/2004,419.50
12/04/2004,419.50
13/04/2004,407.90
14/04/2004,397.80
15/04/2004,398.30
16/04/2004,400.90
19/04/2004,403.10
20/04/2004,396.90
21/04/2004,392.80
22/04/2004,392.30
23/04/2004,394.50
26/04/2004,397.00
27/04/2004,396.30
28/04/2004,392.30
29/04/2004,386.00
30/04/2004,388.50
03/05/2004,388.50
04/05/2004,391.30
05/05/2004,392.60
06/05/2004,387.50
07/05/2004,380.80
10/05/2004,375.00
11/05/2004,375.30
12/05/2004,382.20
13/05/2004,375.20
14/05/2004,376.50
17/05/2004,383.00
18/05/2004,377.70
19/05/2004,380.80
20/05/2004,379.50
21/05/2004,385.30
24/05/2004,384.00
25/05/2004,388.90
26/05/2004,389.70
27/05/2004,393.60
28/05/2004,393.30
31/05/2004,393.30
01/06/2004,397.20
02/06/2004,394.90
03/06/2004,390.40
04/06/2004,388.30
07/06/2004,393.60
08/06/2004,392.40
09/06/2004,386.90
10/06/2004,385.00
11/06/2004,384.90
14/06/2004,385.10
15/06/2004,386.50
16/06/2004,385.30
17/06/2004,386.10
18/06/2004,395.10
21/06/2004,395.30
22/06/2004,395.80
23/06/2004,393.90
24/06/2004,400.00
25/06/2004,401.50
28/06/2004,404.30
29/06/2004,394.40
30/06/2004,395.80
01/07/2004,394.80
02/07/2004,397.80
05/07/2004,398.30
06/07/2004,394.50
07/07/2004,399.70
08/07/2004,405.40
09/07/2004,406.50
12/07/2004,406.40
13/07/2004,400.90
14/07/2004,403.80
15/07/2004,403.20
16/07/2004,406.30
19/07/2004,406.40
20/07/2004,400.00
21/07/2004,398.50
22/07/2004,397.80
23/07/2004,391.50
26/07/2004,390.80
27/07/2004,389.90
28/07/2004,387.30
29/07/2004,387.30
30/07/2004,391.40
02/08/2004,391.50
03/08/2004,391.00
04/08/2004,391.50
05/08/2004,390.90
06/08/2004,399.00
09/08/2004,399.00
10/08/2004,399.50
11/08/2004,393.90
12/08/2004,394.20
13/08/2004,396.80
16/08/2004,401.70
17/08/2004,401.30
18/08/2004,402.50
19/08/2004,406.50
20/08/2004,410.60
23/08/2004,410.60
24/08/2004,406.20
25/08/2004,406.00
26/08/2004,406.10
27/08/2004,405.10
30/08/2004,405.10
31/08/2004,407.30
01/09/2004,407.70
02/09/2004,406.10
03/09/2004,401.20
06/09/2004,401.60
07/09/2004,398.10
08/09/2004,396.30
09/09/2004,398.70
10/09/2004,401.40
13/09/2004,399.30
14/09/2004,405.30
15/09/2004,404.50
16/09/2004,403.40
17/09/2004,405.70
20/09/2004,404.30
21/09/2004,408.50
22/09/2004,405.40
23/09/2004,411.50
24/09/2004,407.90
27/09/2004,409.20
28/09/2004,411.70
29/09/2004,413.00
30/09/2004,415.70
01/10/2004,418.10
04/10/2004,412.60
05/10/2004,415.40
06/10/2004,418.50
07/10/2004,418.10
08/10/2004,421.80
11/10/2004,421.70
12/10/2004,414.70
13/10/2004,411.30
14/10/2004,415.40
15/10/2004,420.40
18/10/2004,419.10
19/10/2004,419.40
20/10/2004,423.60
21/10/2004,422.50
22/10/2004,422.80
25/10/2004,429.20
26/10/2004,427.50
27/10/2004,428.30
28/10/2004,424.20
29/10/2004,425.60
01/11/2004,428.90
02/11/2004,424.20
03/11/2004,423.50
04/11/2004,430.50
05/11/2004,431.00
08/11/2004,431.90
09/11/2004,433.70
10/11/2004,433.40
11/11/2004,433.80
12/11/2004,436.10
15/11/2004,437.60
16/11/2004,439.40
17/11/2004,443.50
18/11/2004,442.00
19/11/2004,445.60
22/11/2004,447.80
23/11/2004,448.20
24/11/2004,448.60
25/11/2004,451.20
26/11/2004,451.00
29/11/2004,451.30
30/11/2004,453.40
01/12/2004,452.90
02/12/2004,454.20
03/12/2004,448.70
06/12/2004,453.10
07/12/2004,451.80
08/12/2004,436.90
09/12/2004,437.10
10/12/2004,434.00
13/12/2004,435.10
14/12/2004,437.10
15/12/2004,439.00
16/12/2004,439.50
17/12/2004,438.90
20/12/2004,442.50
21/12/2004,441.00
22/12/2004,441.00
23/12/2004,441.10
24/12/2004,441.10
27/12/2004,441.10
28/12/2004,441.10
29/12/2004,440.30
30/12/2004,435.60
31/12/2004,435.60
03/01/2005,435.60
04/01/2005,427.80
05/01/2005,426.00
06/01/2005,424.40
07/01/2005,422.20
10/01/2005,420.00
11/01/2005,421.40
12/01/2005,426.60
13/01/2005,423.60
14/01/2005,422.50
17/01/2005,422.30
18/01/2005,421.80
19/01/2005,425.00
20/01/2005,422.90
21/01/2005,423.30
24/01/2005,427.40
25/01/2005,424.50
26/01/2005,425.80
27/01/2005,424.50
28/01/2005,426.80
31/01/2005,422.20
01/02/2005,420.90
02/02/2005,421.60
03/02/2005,416.50
04/02/2005,415.90
07/02/2005,414.40
08/02/2005,411.10
09/02/2005,411.20
10/02/2005,415.50
11/02/2005,418.90
14/02/2005,424.20
15/02/2005,424.40
16/02/2005,423.10
17/02/2005,426.30
18/02/2005,427.10
21/02/2005,427.20
22/02/2005,432.90
23/02/2005,432.60
24/02/2005,433.80
25/02/2005,434.30
28/02/2005,435.50
01/03/2005,433.50
02/03/2005,431.80
03/03/2005,430.20
04/03/2005,433.50
07/03/2005,433.00
08/03/2005,437.30
09/03/2005,439.50
10/03/2005,440.90
11/03/2005,443.70
14/03/2005,442.00
15/03/2005,440.70
16/03/2005,443.00
17/03/2005,438.60
18/03/2005,437.20
21/03/2005,432.70
22/03/2005,432.20
23/03/2005,426.20
24/03/2005,425.20
25/03/2005,425.20
28/03/2005,425.20
29/03/2005,426.10
30/03/2005,426.50
31/03/2005,427.50
01/04/2005,427.20
04/04/2005,423.90
05/04/2005,424.60
06/04/2005,425.80
07/04/2005,428.00
08/04/2005,425.20
11/04/2005,429.00
12/04/2005,427.30
13/04/2005,427.50
14/04/2005,423.50
15/04/2005,424.60
18/04/2005,425.80
19/04/2005,427.50
20/04/2005,433.20
21/04/2005,434.00
22/04/2005,434.60
25/04/2005,432.90
26/04/2005,437.00
27/04/2005,434.40
28/04/2005,432.50
29/04/2005,435.70
02/05/2005,435.70
03/05/2005,427.90
04/05/2005,428.80
05/05/2005,429.20
06/05/2005,425.20
09/05/2005,425.50
10/05/2005,427.40
11/05/2005,426.10
12/05/2005,424.30
13/05/2005,420.00
16/05/2005,419.30
17/05/2005,420.00
18/05/2005,419.80
19/05/2005,420.80
20/05/2005,418.00
23/05/2005,418.00
24/05/2005,418.30
25/05/2005,418.40
26/05/2005,418.00
27/05/2005,418.30
30/05/2005,418.30
31/05/2005,414.50
01/06/2005,415.40
02/06/2005,420.40
03/06/2005,423.60
06/06/2005,425.90
07/06/2005,424.10
08/06/2005,424.60
09/06/2005,422.50
10/06/2005,422.60
13/06/2005,429.10
14/06/2005,426.90
15/06/2005,428.70
16/06/2005,433.00
17/06/2005,437.50
20/06/2005,439.40
21/06/2005,435.20
22/06/2005,437.00
23/06/2005,439.20
24/06/2005,440.60
27/06/2005,439.30
28/06/2005,437.00
29/06/2005,435.80
30/06/2005,437.10
01/07/2005,432.60
04/07/2005,427.40
05/07/2005,423.80
06/07/2005,423.50
07/07/2005,425.20
08/07/2005,424.40
11/07/2005,424.20
12/07/2005,426.30
13/07/2005,424.50
14/07/2005,424.30
15/07/2005,418.40
18/07/2005,420.90
19/07/2005,419.30
20/07/2005,422.20
21/07/2005,424.30
22/07/2005,425.00
25/07/2005,425.40
26/07/2005,423.30
27/07/2005,424.00
28/07/2005,426.40
29/07/2005,429.00
01/08/2005,431.70
02/08/2005,431.00
03/08/2005,434.60
04/08/2005,438.60
05/08/2005,438.30
08/08/2005,436.20
09/08/2005,433.30
10/08/2005,436.60
11/08/2005,440.80
12/08/2005,447.30
15/08/2005,443.50
16/08/2005,443.00
17/08/2005,442.00
18/08/2005,439.70
19/08/2005,439.70
22/08/2005,439.70
23/08/2005,439.40
24/08/2005,440.00
25/08/2005,438.90
26/08/2005,436.80
29/08/2005,436.80
30/08/2005,430.70
31/08/2005,433.30
01/09/2005,439.60
02/09/2005,443.60
05/09/2005,446.10
06/09/2005,444.20
07/09/2005,445.10
08/09/2005,448.60
09/09/2005,448.30
12/09/2005,448.40
13/09/2005,445.40
14/09/2005,449.30
15/09/2005,454.80
16/09/2005,457.20
19/09/2005,464.50
20/09/2005,464.80
21/09/2005,469.10
22/09/2005,466.30
23/09/2005,462.70
26/09/2005,461.70
27/09/2005,464.10
28/09/2005,464.00
29/09/2005,472.40
30/09/2005,473.30
03/10/2005,466.10
04/10/2005,467.50
05/10/2005,463.50
06/10/2005,471.80
07/10/2005,472.70
10/10/2005,473.20
11/10/2005,475.50
12/10/2005,475.10
13/10/2005,469.50
14/10/2005,466.00
17/10/2005,474.50
18/10/2005,472.00
19/10/2005,465.90
20/10/2005,464.30
21/10/2005,462.90
24/10/2005,466.10
25/10/2005,472.30
26/10/2005,473.20
27/10/2005,474.40
28/10/2005,470.80
31/10/2005,470.80
01/11/2005,459.50
02/11/2005,460.80
03/11/2005,461.90
04/11/2005,460.50
07/11/2005,456.50
08/11/2005,461.60
09/11/2005,462.60
10/11/2005,467.00
11/11/2005,466.80
14/11/2005,467.50
15/11/2005,468.30
16/11/2005,475.80
17/11/2005,486.20
18/11/2005,485.90
21/11/2005,489.00
22/11/2005,492.60
23/11/2005,487.60
24/11/2005,493.40
